Player,Pos,School,40yd,Vertical,Bench,Broad Jump,3Cone,Shuttle,ano,altura,peso,GPos40,GPosBench,GPosBJ,GPos3CONE,cp1
Cooper Kupp,WR,East. Washington,4.62,78.74,,294.64,6.75,4.08,2017,187.96,92.532768,g3,g6,g7,g12,18.2113793784873
Forrest Lamp,OG,Western Kentucky,5,69.85,34,281.94,7.55,4.62,2017,193.04,140.159928,g1,g4,g9,g10,-29.2358220231287
Ashton Lampkin,CB,Oklahoma State,4.52,87.63,19,304.8,,,2017,182.88,85.728888,g3,g6,g7,g12,26.0392136127251
Jerome Lane,WR,Akron,4.6,88.9,16,317.5,6.87,4.12,2017,187.96,102.511792,g3,g6,g7,g12,8.52664518201706
Harvey Langi,ILB,BYU,,83.82,23,299.72,7,4.32,2017,187.96,113.851592,g2,g5,g8,g11,-2.47873458669911
Marshon Lattimore,CB,Ohio State,4.36,97.79,,335.28,,,2017,182.88,87.543256,g3,g6,g7,g12,24.2783528497305
Carl Lawson,DE,Auburn,4.67,83.82,35,289.56,7.46,4.19,2017,187.96,118.387512,g2,g5,g8,g11,-6.88088649418558
Javarius Leamon,OT,South Carolina State,,59.69,22,,,,2017,200.66,150.592544,g1,g4,g9,g10,-41.1976809698597
Jeremiah Ledbetter,DT,Arkansas,4.84,82.55,29,287.02,7.55,4.56,2017,190.5,127.00576,g1,g4,g9,g10,-15.8572783049139
Cameron Lee,OG,Illinois State,5.44,64.77,18,254,8.02,4.75,2017,195.58,141.520704,g1,g4,g9,g10,-31.1687707818787
Marquel Lee,ILB,Wake Forest,,78.74,25,299.72,,,2017,190.5,108.86208,g2,g5,g8,g11,1.75132932503198
Jordan Leggett,TE,Clemson,,83.82,18,289.56,7.12,4.33,2017,195.58,117.026736,g2,g5,g8,g11,-7.39715048145176
Corey Levin,OG,Tenn-Chattanooga,5.16,67.31,26,269.24,7.55,4.73,2017,193.04,139.252744,g1,g4,g9,g10,-28.3553916416314
Jourdan Lewis,CB,Michigan,4.54,87.63,15,307.34,,,2017,177.8,85.275296,g3,g6,g7,g12,27.7040351764818
William Likely,CB,Maryland,,,15,,,,2017,170.18,81.64656,g3,g6,g7,g12,33.0626662619831
T.J. Logan,RB,North Carolina,4.37,85.09,17,307.34,,,2017,175.26,88.904032,g3,g6,g8,g11,24.7946168369967
Shalom Luani,S,Washington State,4.55,78.74,12,294.64,6.87,4.21,2017,180.34,91.625584,g3,g6,g7,g12,20.9287193194967
Keevan Lucas,WR,Tulsa,4.55,82.55,11,302.26,7.23,4.43,2017,175.26,87.089664,g3,g6,g7,g12,26.5554775999913
Marlon Mack,RB,South Florida,4.5,90.17,15,317.5,,,2017,180.34,96.615096,g3,g6,g8,g11,16.0863522212616
Josh Malone,WR,Tennessee,4.4,77.47,10,307.34,7.05,4.19,2017,190.5,94.347136,g3,g6,g7,g12,15.8382154289887
Damien Mama,OG,USC,5.84,62.23,,243.84,8.51,5.38,2017,190.5,151.499728,g1,g4,g9,g10,-39.6288986053408
Gabe Marks,WR,Washington State,4.56,74.93,11,297.18,7.01,4.2,2017,180.34,85.728888,g3,g6,g7,g12,26.6515167992291
Joe Mathis,DE,Washington,,,24,,,,2017,187.96,120.655472,g2,g5,g8,g11,-9.08196244792881
Arthur Maulet,CB,Memphis,4.62,87.63,18,304.8,,,2017,177.8,85.728888,g3,g6,g7,g12,27.2638199857332
Marcus Maye,S,Florida,,,,,,,2017,182.88,95.25432,g3,g6,g7,g12,16.7946946070035
Christian McCaffrey,RB,Stanford,4.48,95.25,10,307.34,6.57,4.22,2017,180.34,91.625584,g3,g6,g8,g11,20.9287193194967
Conor McDermott,OT,UCLA,5.18,72.39,,266.7,7.52,4.58,2017,203.2,139.252744,g1,g4,g9,g10,-30.8046043876476
Malik McDowell,DT,Michigan State,4.85,72.39,23,284.48,7.69,4.53,2017,198.12,133.80964,g1,g4,g9,g10,-24.2974157256557
Elijah McGuire,RB,Louisiana,4.53,91.44,15,304.8,7.26,4.56,2017,177.8,97.068688,g3,g6,g8,g11,16.258440217017
Isaiah McKenzie,WR,Georgia,4.42,91.44,11,312.42,6.64,4.15,2017,170.18,78.471416,g3,g6,g7,g12,36.1441725972236
Takkarist McKinley,OLB,UCLA,4.59,83.82,24,309.88,7.48,4.62,2017,187.96,113.398,g2,g5,g8,g11,-2.03851939595046
Raekwon McMillan,ILB,Ohio State,4.61,83.82,23,307.34,7.15,4.39,2017,187.96,108.86208,g2,g5,g8,g11,2.36363251153601
Jeremy McNichols,RB,Boise State,4.49,90.17,,307.34,6.93,4.28,2017,175.26,97.068688,g3,g6,g8,g11,16.870743403521
Obi Melifonwu,S,Connecticut,4.4,111.76,17,358.14,,,2017,193.04,101.604608,g3,g6,g7,g12,8.18246919050628
Matt Milano,OLB,Boston Col.,4.67,88.9,24,320.04,,,2017,182.88,101.151016,g2,g5,g8,g11,11.0718971272711
Fabian Moreau,CB,UCLA,4.35,96.52,,345.44,6.94,4.12,2017,182.88,93.439952,g3,g6,g7,g12,18.5555553699981
Drew Morgan,WR,Arkansas,4.74,76.2,10,284.48,6.85,4.12,2017,182.88,86.18248,g3,g6,g7,g12,25.5989984219764
Jordan Morgan,OG,Kutztown Pennsylvania,5.36,68.58,21,259.08,8.13,4.73,2017,190.5,140.159928,g1,g4,g9,g10,-28.6235188366247
Avery Moss,DE,Youngstown State,4.79,82.55,14,289.56,7.25,4.43,2017,190.5,119.748288,g2,g5,g8,g11,-8.81383525293556
Taylor Moton,OT,West. Michigan,5.18,77.47,23,276.86,7.73,4.58,2017,195.58,144.695848,g1,g4,g9,g10,-34.2502771171192
Al-Quadin Muhammad,DE,Miami (FL),4.88,77.47,22,297.18,7.25,4.47,2017,190.5,114.758776,g2,g5,g8,g11,-3.97146815470044
Jalen Myrick,CB,Minnesota,4.28,95.25,13,314.96,7.06,4.22,2017,177.8,90.7184,g3,g6,g7,g12,22.421452887498
Montae Nicholson,S,Michigan State,4.42,88.9,,317.5,,,2017,187.96,96.161504,g3,g6,g7,g12,14.6896578524981
Hardy Nickerson,ILB,Illinois,4.78,83.82,18,294.64,,4.38,2017,182.88,105.233344,g2,g5,g8,g11,7.10996041053326
David Njoku,TE,Miami (FL),4.64,95.25,21,337.82,6.97,4.34,2017,193.04,111.583632,g2,g5,g8,g11,-1.50226500596395
Speedy Noil,WR,Texas A&M,,110.49,18,337.82,,,2017,180.34,90.264808,g3,g6,g7,g12,22.2493648917426
Noble Nwachukwu,DE,West Virginia,4.83,77.47,27,279.4,,,2017,185.42,121.562656,g2,g5,g8,g11,-9.35008964292207
Ifeadi Odenigbo,DE,Northwestern,4.72,80.01,25,325.12,7.26,4.4,2017,190.5,117.026736,g2,g5,g8,g11,-6.17254410844367
Dare Ogunbowale,RB,Wisconsin,4.65,88.9,14,304.8,6.99,4.34,2017,180.34,96.615096,g3,g6,g8,g11,16.0863522212616
Larry Ogunjobi,DE,Charlotte,4.97,81.28,26,294.64,7.55,4.75,2017,190.5,138.34556,g2,g5,g8,g11,-26.8626580736301
Tyler Orlosky,C,West Virginia,,,24,,,,2017,190.5,135.170416,g1,g4,g9,g10,-23.7811517383895
Scott Orndoff,TE,Pittsburgh,4.84,68.58,17,284.48,7.37,4.45,2017,195.58,114.758776,g2,g5,g8,g11,-5.19607452770852
Zach Pascal,WR,Old Dominion,4.55,91.44,14,320.04,7.11,4.29,2017,187.96,99.336648,g3,g6,g7,g12,11.6081515172576
Jabrill Peppers,S,Michigan,4.46,90.17,19,325.12,,,2017,180.34,96.615096,g3,g6,g7,g12,16.0863522212616
Samaje Perine,RB,Oklahoma,4.65,83.82,30,294.64,7.26,4.37,2017,180.34,105.686936,g3,g6,g8,g11,7.28204840628865
Carroll Phillips,OLB,Illinois,4.64,76.2,23,312.42,7.06,4.37,2017,190.5,109.769264,g2,g5,g8,g11,0.870898943534681
Hayden Plinke,TE,Texas-El Paso,4.97,71.12,18,276.86,7.55,4.59,2017,193.04,119.748288,g2,g5,g8,g11,-9.4261384394396
Ethan Pocic,C,LSU,5.15,68.58,26,271.78,7.89,4.81,2017,198.12,140.61352,g1,g4,g9,g10,-30.9006435868854
Ejuan Price,OLB,Pittsburgh,4.84,80.01,20,297.18,,4.34,2017,180.34,109.315672,g2,g5,g8,g11,3.76032688029949
Donnel Pumphrey,RB,San Diego State,4.48,85.09,5,297.18,,,2017,172.72,79.832192,g3,g6,g8,g11,34.2112238384737
Elijah Qualls,DT,Washington,5.13,80.01,33,266.7,7.65,4.66,2017,185.42,141.974296,g1,g4,g9,g10,-29.1597732266112
James Quick,WR,Louisville,4.6,78.74,11,292.1,7,4.39,2017,182.88,84.368112,g3,g6,g7,g12,27.359859184971
Ryan Ramczyk,OT,Wisconsin,,,25,,,,2017,198.12,140.61352,g1,g4,g9,g10,-30.9006435868854
Michael Rector,WR,Stanford,4.42,92.71,,327.66,6.77,4.19,2017,182.88,87.543256,g3,g6,g7,g12,24.2783528497305
Haason Reddick,OLB,Temple,4.52,92.71,24,337.82,7.01,4.37,2017,185.42,107.501304,g2,g5,g8,g11,4.29658127028598
Devine Redding,RB,Indiana,4.76,77.47,16,294.64,7.18,4.46,2017,172.72,92.98636,g3,g6,g8,g11,21.4449833067629
Jalen Reeves-Maybin,OLB,Tennessee,,,,,,,2017,182.88,104.32616,g2,g5,g8,g11,7.99039079203056
Josh Reynolds,WR,Texas A&M,4.52,93.98,,314.96,6.83,4.13,2017,190.5,87.996848,g3,g6,g7,g12,22.0012280994697
Duke Riley,OLB,LSU,4.58,87.63,18,309.88,6.89,4.21,2017,182.88,105.233344,g2,g5,g8,g11,7.10996041053326
Derek Rivers,DE,Youngstown State,4.61,88.9,30,312.42,6.94,4.4,2017,193.04,112.490816,g2,g5,g8,g11,-2.38269538746124
Michael Roberts,TE,Toledo,4.86,76.2,,279.4,7.05,4.51,2017,193.04,122.46984,g2,g5,g8,g11,-12.0674295839315
Jalen Robinette,WR,Air Force,4.62,80.01,13,304.8,6.77,4.46,2017,190.5,99.79024,g3,g6,g7,g12,10.5556331400049
Ezra Robinson,CB,Tennessee State,4.47,86.36,13,330.2,,,2017,180.34,85.728888,g3,g6,g7,g12,26.6515167992291
Cam Robinson,OT,Alabama,5.15,66.04,,269.24,7.81,4.82,2017,198.12,146.056624,g1,g4,g9,g10,-36.1832258758692
Isaac Rochell,DE,Notre Dame,4.89,80.01,25,289.56,,,2017,193.04,127.00576,g2,g5,g8,g11,-16.4695814914179
Darreus Rogers,WR,USC,,67.31,8,284.48,7.22,4.54,2017,185.42,97.975872,g3,g6,g7,g12,13.5411002760076
Fred Ross,WR,Mississippi State,4.51,88.9,10,287.02,6.99,4.28,2017,185.42,96.615096,g3,g6,g7,g12,14.8617458482535
John Ross,WR,Washington,4.22,93.98,,337.82,,,2017,180.34,85.275296,g3,g6,g7,g12,27.0917319899778
Chase Roullier,C,Wyoming,5.54,67.31,19,246.38,7.6,4.47,2017,193.04,141.520704,g1,g4,g9,g10,-30.5564675953746
Travis Rudolph,WR,Florida State,4.65,80.01,12,289.56,6.93,4.46,2017,182.88,85.728888,g3,g6,g7,g12,26.0392136127251
Curtis Samuel,WR,Ohio State,4.31,93.98,18,302.26,7.09,4.33,2017,180.34,88.904032,g3,g6,g7,g12,23.5700104639886
Eric Saubert,TE,Drake,,83.82,22,307.34,,,2017,195.58,114.758776,g2,g5,g8,g11,-5.19607452770852
Artavis Scott,WR,Clemson,4.61,78.74,13,294.64,7.19,4.49,2017,177.8,87.543256,g3,g6,g7,g12,25.5029592227386
Ricky Seals-Jones,WR,Texas A&M,4.69,71.12,17,307.34,7.46,4.33,2017,195.58,110.222856,g3,g6,g7,g12,-0.79392262022205
Justin Senior,OT,Mississippi State,5.55,58.42,,248.92,8.19,5.06,2017,195.58,150.138952,g1,g4,g9,g10,-39.532859406103
Adam Shaheen,TE,Ashland,4.79,82.55,24,307.34,7.09,4.38,2017,198.12,126.098576,g2,g5,g8,g11,-16.8137574829287
David Sharpe,OT,Florida,5.44,52.07,19,246.38,7.87,4.78,2017,198.12,155.582056,g1,g4,g9,g10,-45.4277448815908
Sojourn Shelton,CB,Wisconsin,4.51,88.9,10,304.8,6.92,4.02,2017,175.26,80.285784,g3,g6,g7,g12,33.158705461221
Garrett Sickels,DE,Penn State,4.9,71.12,20,266.7,7.21,4.41,2017,190.5,118.387512,g2,g5,g8,g11,-7.49318968068962
Nico Siragusa,OG,San Diego State,5.35,81.28,28,279.4,7.71,4.56,2017,193.04,144.695848,g1,g4,g9,g10,-33.6379739306152
Dan Skipper,OT,Arkansas,5.42,66.04,,246.38,7.61,5.01,2017,208.28,140.159928,g1,g4,g9,g10,-32.909641142153
Tanzel Smart,DT,Tulane,5.24,68.58,22,266.7,7.53,4.57,2017,185.42,134.263232,g1,g4,g9,g10,-21.6761149838842
De'Veon Smith,RB,Michigan,,73.66,22,274.32,7.3,4.56,2017,180.34,101.151016,g3,g6,g8,g11,11.6842003137751
Jonnu Smith,TE,Florida International,4.62,96.52,22,322.58,,4.18,2017,190.5,112.490816,g2,g5,g8,g11,-1.7703922009572
JuJu Smith-Schuster,WR,USC,4.54,82.55,15,304.8,,,2017,185.42,97.52228,g3,g6,g7,g12,13.9813154667562
Dawuane Smoot,DE,Illinois,4.77,74.93,,297.18,7.18,4.39,2017,190.5,119.748288,g2,g5,g8,g11,-8.81383525293556
Jeremy Sprinkle,TE,Arkansas,4.69,73.66,,294.64,,,2017,195.58,114.305184,g2,g5,g8,g11,-4.75585933695987
Jamari Staples,WR,Louisville,4.51,91.44,,330.2,,,2017,190.5,88.45044,g3,g6,g7,g12,21.5610129087211
ArDarius Stewart,WR,Alabama,4.49,86.36,,314.96,,,2017,180.34,92.532768,g3,g6,g7,g12,20.0482889379994
Channing Stribling,CB,Michigan,4.6,80.01,5,289.56,6.94,4.56,2017,185.42,85.275296,g3,g6,g7,g12,25.8671256169697
Cameron Sutton,CB,Tennessee,4.52,86.36,11,304.8,6.81,,2017,180.34,85.275296,g3,g6,g7,g12,27.0917319899778
Ryan Switzer,WR,North Carolina,4.51,81.28,11,294.64,6.77,4,2017,172.72,82.100152,g3,g6,g7,g12,32.0101478847304
Teez Tabor,CB,Florida,4.62,78.74,9,304.8,,,2017,182.88,90.264808,g3,g6,g7,g12,21.6370617052386
Cordrea Tankersley,CB,Clemson,4.4,74.93,13,307.34,7,4.32,2017,185.42,90.264808,g3,g6,g7,g12,21.0247585187346
Pita Taumoepenu,OLB,Utah,4.67,72.39,24,284.48,6.91,4.33,2017,185.42,110.222856,g2,g5,g8,g11,1.65529012579411
Taywan Taylor,WR,Western Kentucky,4.5,85.09,13,335.28,6.57,4.21,2017,180.34,92.079176,g3,g6,g7,g12,20.4885041287481
Trent Taylor,WR,Louisiana Tech,4.63,83.82,13,297.18,6.74,4.01,2017,172.72,82.100152,g3,g6,g7,g12,32.0101478847304
Vincent Taylor,DT,Oklahoma State,5.07,72.39,26,274.32,7.58,4.72,2017,190.5,137.891968,g1,g4,g9,g10,-26.4224428828814
Sam Tevi,OT,Utah,5.27,66.04,15,271.78,7.84,4.6,2017,195.58,141.067112,g1,g4,g9,g10,-30.72855559113
Nate Theaker,OG,Wayne State (MI),5.41,68.58,23,266.7,7.97,4.89,2017,195.58,142.88148,g1,g4,g9,g10,-32.4894163541246
Jahad Thomas,RB,Temple,4.62,81.28,11,294.64,,,2017,177.8,86.18248,g3,g6,g8,g11,26.8236047949845
Noel Thomas,WR,Connecticut,4.63,82.55,9,299.72,,,2017,182.88,92.98636,g3,g6,g7,g12,18.9957705607467
Solomon Thomas,DE,Stanford,4.69,88.9,30,320.04,6.95,4.28,2017,190.5,123.830616,g2,g5,g8,g11,-12.7757719696734
Tedric Thompson,S,Colorado,4.6,82.55,17,297.18,7.11,4.36,2017,182.88,92.532768,g3,g6,g7,g12,19.4359857514954
Jack Tocho,CB,North Carolina State,4.54,88.9,21,317.5,,,2017,182.88,91.625584,g3,g6,g7,g12,20.3164161329927
Dalvin Tomlinson,DT,Alabama,5.19,68.58,,279.4,7.68,4.59,2017,190.5,140.61352,g1,g4,g9,g10,-29.0637340273733
Jon Toth,C,Kentucky,5.51,64.77,21,254,8.09,4.84,2017,195.58,139.252744,g1,g4,g9,g10,-28.9676948281355
Damarius Travis,S,Minnesota,,82.55,13,292.1,7.08,4.28,2017,185.42,93.439952,g3,g6,g7,g12,17.943252183494
Stevie Tu'Ikolovatu,DT,USC,5.45,62.23,28,231.14,7.83,5,2017,185.42,150.138952,g1,g4,g9,g10,-37.0836466600868
Michael Tyson,S,Cincinnati,4.56,83.82,17,299.72,,,2017,185.42,92.532768,g3,g6,g7,g12,18.8236825649913
Jerry Ugokwe,OT,William & Mary,5.61,66.04,18,261.62,8.35,5.17,2017,200.66,145.603032,g1,g4,g9,g10,-36.3553138716246
Tanner Vallejo,ILB,Boise State,4.67,85.09,,307.34,,4.39,2017,185.42,103.418976,g2,g5,g8,g11,8.2585179870238
Eddie Vanderdoes,DT,UCLA,4.99,72.39,28,281.94,7.69,4.39,2017,190.5,138.34556,g1,g4,g9,g10,-26.8626580736301
Charles Walker,DT,Oklahoma,4.96,71.12,25,271.78,7.89,4.96,2017,187.96,140.61352,g1,g4,g9,g10,-28.4514308408693
DeMarcus Walker,DE,Florida State,,,18,,,,2017,193.04,127.00576,g2,g5,g8,g11,-16.4695814914179
Carlos Watkins,DT,Clemson,,,25,,,,2017,190.5,140.159928,g1,g4,g9,g10,-28.6235188366247
T.J. Watt,OLB,Wisconsin,4.69,93.98,21,325.12,6.79,4.13,2017,193.04,114.305184,g2,g5,g8,g11,-4.14355615045583
Dede Westbrook,WR,Oklahoma,,,,,,,2017,182.88,80.739376,g3,g6,g7,g12,30.8815807109602
Chad Wheeler,OT,USC,5.48,52.07,15,266.7,,5.01,2017,200.66,138.799152,g1,g4,g9,g10,-29.7520860103949
Marquez White,CB,Florida State,4.59,91.44,,312.42,,,2017,182.88,87.996848,g3,g6,g7,g12,23.8381376589818
TreDavious White,CB,LSU,4.47,81.28,16,302.26,6.9,4.32,2017,180.34,87.089664,g3,g6,g7,g12,25.3308712269832
Kermit Whitfield,WR,Florida State,4.44,82.55,8,304.8,7.17,4.37,2017,172.72,83.91452,g3,g6,g7,g12,30.2492871217358
Jamaal Williams,RB,BYU,4.59,76.2,,312.42,7.25,4.53,2017,182.88,96.161504,g3,g6,g8,g11,15.9142642255062
Joe Williams,RB,Utah,4.41,88.9,14,317.5,7.19,4.19,2017,180.34,95.25432,g3,g6,g8,g11,17.4069977935075
Marcus Williams,S,Utah,4.56,110.49,14,327.66,6.85,4.2,2017,185.42,91.625584,g3,g6,g7,g12,19.7041129464886
Mike Williams,WR,Clemson,,82.55,15,307.34,,,2017,193.04,98.883056,g3,g6,g7,g12,10.8237603349982
Stanley Williams,RB,Kentucky,4.51,91.44,18,307.34,6.86,4.18,2017,170.18,86.18248,g3,g6,g8,g11,28.6605143544966
Tim Williams,OLB,Alabama,4.68,85.09,,314.96,7.36,4.57,2017,190.5,110.676448,g2,g5,g8,g11,-0.00953143796261358
Jordan Willis,DE,Kansas State,4.53,99.06,24,317.5,6.85,4.28,2017,193.04,115.66596,g2,g5,g8,g11,-5.46420172270177
Howard Wilson,CB,Houston,4.57,85.09,,302.26,6.68,3.94,2017,185.42,83.460928,g3,g6,g7,g12,27.6279863799643
Jesus Wilson,WR,Florida State,4.57,,10,302.26,,4.57,2017,175.26,85.728888,g3,g6,g7,g12,27.8761231722372
Quincy Wilson,CB,Florida,4.54,81.28,14,299.72,6.86,4.02,2017,185.42,95.707912,g3,g6,g7,g12,15.7421762297508
Ahkello Witherspoon,CB,Colorado,4.45,102.87,,322.58,6.93,4.13,2017,190.5,89.811216,g3,g6,g7,g12,20.2403673364751
Xavier Woods,S,Louisiana Tech,4.54,85.09,19,309.88,6.72,4.13,2017,180.34,89.357624,g3,g6,g7,g12,23.1297952732399
Chris Wormley,DT,Michigan,,,23,,,,2017,195.58,135.170416,g1,g4,g9,g10,-25.0057581113976
Dante Pettis,WR,Washington,,,,,,,2018,182.88,84.368112,g3,g6,g7,g12,27.359859184971
Kemoko Turay,EDGE,Rutgers,4.65,,,,,,2018,195.58,114.758776,g2,g5,g8,g11,-5.19607452770852
Josh Adams,RB,Notre Dame,,,18,,,,2018,187.96,96.615096,g3,g6,g8,g11,14.2494426617495
Ola Adeniyi,EDGE,Toledo,4.83,80.01,26,,7.21,4.28,2018,187.96,112.490816,g2,g5,g8,g11,-1.15808901445316
Jordan Akins,TE,Central Florida,,,,,,,2018,190.5,112.944408,g2,g5,g8,g11,-2.21060739170585
Jaire Alexander,CB,Louisville,4.38,88.9,14,322.58,6.71,3.98,2018,180.34,87.089664,g3,g6,g7,g12,25.3308712269832
Brian Allen,C,Michigan State,5.34,67.31,27,251.46,7.81,4.71,2018,185.42,135.170416,g1,g4,g9,g10,-22.5565453653815
Marcus Allen,S,Penn State,,93.98,15,322.58,,4.32,2018,187.96,91.625584,g3,g6,g7,g12,19.0918097599846
Mark Andrews,TE,Oklahoma,4.67,78.74,17,287.02,7.34,4.38,2018,195.58,116.119552,g2,g5,g8,g11,-6.51672009995446
Troy Apke,S,Penn State,4.34,104.14,16,332.74,6.56,4.03,2018,187.96,89.811216,g3,g6,g7,g12,20.8526705229792
Dorance Armstrong,EDGE,Kansas,4.87,76.2,20,299.72,7.12,4.23,2018,193.04,116.573144,g2,g5,g8,g11,-6.34463210419907
Ade Aruna,DE,Tulane,4.6,97.79,18,325.12,7.53,4.48,2018,198.12,118.841104,g2,g5,g8,g11,-9.77031443095038
Marcell Ateman,WR,Oklahoma State,4.62,86.36,13,307.34,7.07,4.25,2018,193.04,97.975872,g3,g6,g7,g12,11.7041907164955
John Atkins,DT,Georgia,5.38,60.96,,226.06,7.95,4.75,2018,193.04,145.603032,g1,g4,g9,g10,-34.5184043121124
Anthony Averett,CB,Alabama,4.36,80.01,13,302.26,6.93,4.4,2018,182.88,83.91452,g3,g6,g7,g12,27.8000743757197
Genard Avery,ILB,Memphis,4.59,91.44,26,314.96,6.9,4.36,2018,185.42,112.490816,g2,g5,g8,g11,-0.545785827949126
Jerome Baker,OLB,Ohio State,4.53,92.71,22,320.04,,,2018,185.42,103.872568,g2,g5,g8,g11,7.81830279627516
Kalen Ballage,RB,Arizona State,4.46,85.09,15,309.88,6.91,4.35,2018,185.42,103.418976,g3,g6,g8,g11,8.2585179870238
Saquon Barkley,RB,Penn State,4.4,104.14,29,,,4.24,2018,182.88,105.686936,g3,g6,g8,g11,6.66974521978461
Jessie Bates,S,Wake Forest,4.5,90.17,,297.18,6.78,4.26,2018,187.96,88.45044,g3,g6,g7,g12,22.1733160952251
Marcus Baugh,TE,Ohio State,4.81,83.82,,297.18,7.28,4.51,2018,190.5,112.037224,g2,g5,g8,g11,-1.33017701020856
Davin Bellamy,EDGE,Georgia,,,15,,,,2018,195.58,115.66596,g2,g5,g8,g11,-6.07650490920582
Braxton Berrios,WR,Miami (FL),,,11,,,,2018,175.26,83.460928,g3,g6,g7,g12,30.0771991259804
Keishawn Bierria,ILB,Washington,4.79,77.47,21,297.18,7.26,,2018,187.96,104.32616,g2,g5,g8,g11,6.76578441902247
Quin Blanding,S,Virginia,4.63,80.01,,309.88,,,2018,187.96,97.52228,g3,g6,g7,g12,13.3690122802522
David Bright,OT,Stanford,,,,,,,2018,195.58,139.252744,g1,g4,g9,g10,-28.9676948281355
Andrew Brown,DE,Virginia,5.03,71.12,31,256.54,7.51,4.48,2018,193.04,134.263232,g2,g5,g8,g11,-23.5130245433963
Orlando Brown,OT,Oklahoma,5.85,49.53,14,208.28,7.87,5.38,2018,203.2,156.48924,g1,g4,g9,g10,-47.5327816360961
Tony Brown,CB,Alabama,4.35,80.01,14,320.04,6.78,4.11,2018,182.88,89.811216,g3,g6,g7,g12,22.0772768959873
Equanimeous St. brown,WR,Notre Dame,4.48,,20,,,,2018,195.58,97.068688,g3,g6,g7,g12,11.9723179114887
Taven Bryan,DT,Florida,4.98,88.9,30,302.26,7.12,4.48,2018,193.04,131.995272,g1,g4,g9,g10,-21.3119485896531
Oren Burks,OLB,Vanderbilt,4.59,100.33,18,332.74,6.82,4.15,2018,190.5,105.686936,g2,g5,g8,g11,4.83283566027249
Deontay Burnett,WR,USC,,,,,,,2018,182.88,84.368112,g3,g6,g7,g12,27.359859184971
Jason Cabinda,ILB,Penn State,,,19,,,,2018,185.42,108.408488,g2,g5,g8,g11,3.41615088878869
Deon Cain,WR,Clemson,4.43,85.09,11,292.1,6.71,4.37,2018,187.96,91.625584,g3,g6,g7,g12,19.0918097599846
Antonio Callaway,WR,Florida,4.41,86.36,,307.34,,,2018,180.34,90.7184,g3,g6,g7,g12,21.809149700994
Chris Campbell,CB,Penn State,,,14,,,,2018,185.42,87.996848,g3,g6,g7,g12,23.2258344724778
Dylan Cantrell,WR,Texas Tech,4.59,97.79,18,330.2,6.56,4.03,2018,190.5,102.511792,g3,g6,g7,g12,7.91434199551302
Alex Cappa,OT,Humboldt State,5.39,67.31,24,246.38,8.04,4.84,2018,198.12,138.34556,g1,g4,g9,g10,-28.6995676331422
Lorenzo Carter,EDGE,Georgia,4.5,91.44,,330.2,,,2018,198.12,113.398,g2,g5,g8,g11,-4.48773214196662
Andre Chachere,CB,San Jose State,4.49,96.52,13,312.42,6.78,4.07,2018,182.88,90.7184,g3,g6,g7,g12,21.19684651449
Sean Chandler,S,Temple,4.65,87.63,16,302.26,,4.62,2018,182.88,86.18248,g3,g6,g7,g12,25.5989984219764
D.J. Chark,WR,LSU,4.34,101.6,16,327.66,,,2018,190.5,90.264808,g3,g6,g7,g12,19.8001521457265
Geron Christian,OT,Louisville,5.33,,19,,,,2018,195.58,135.170416,g1,g4,g9,g10,-25.0057581113976
Bradley Chubb,DE,North Carolina State,4.65,91.44,24,307.34,7.37,4.41,2018,193.04,122.016248,g2,g5,g8,g11,-11.6272143931828
Nick Chubb,RB,Georgia,4.52,97.79,29,325.12,7.09,4.25,2018,180.34,102.965384,g3,g6,g8,g11,9.92333955078053
Jack Cichy,ILB,Wisconsin,,,18,,,,2018,187.96,107.954896,g2,g5,g8,g11,3.24406289303329
Will Clapp,C,LSU,5.39,73.66,25,246.38,8.04,4.92,2018,193.04,141.067112,g1,g4,g9,g10,-30.116252404626
Simmie Cobbs,WR,Indiana,4.64,76.2,11,287.02,6.7,4.32,2018,190.5,99.79024,g3,g6,g7,g12,10.5556331400049
Mason Cole,C,Michigan,5.23,59.69,23,264.16,7.77,4.78,2018,193.04,139.252744,g1,g4,g9,g10,-28.3553916416314
Lavon Coleman,RB,Washington,4.65,83.82,23,304.8,,,2018,180.34,97.52228,g3,g6,g8,g11,15.2059218397643
Tyler Conklin,TE,Central Michigan,4.8,96.52,18,304.8,7.13,4.23,2018,190.5,115.212368,g2,g5,g8,g11,-4.41168334544909
Austin Corbett,OG,Nevada,5.15,71.12,19,269.24,7.87,4.5,2018,193.04,138.799152,g1,g4,g9,g10,-27.9151764508828
Keke Coutee,WR,Texas Tech,4.43,87.63,14,287.02,6.93,4.15,2018,177.8,82.100152,g3,g6,g7,g12,30.7855415117223
Chris Covington,OLB,Indiana,4.78,,23,,,,2018,187.96,111.13004,g2,g5,g8,g11,0.162556557792777
Justin Crawford,RB,West Virginia,4.64,85.09,11,309.88,,,2018,180.34,90.264808,g3,g6,g8,g11,22.2493648917426
Tyrell Crosby,OT,Oregon,5.23,76.2,17,266.7,7.89,4.77,2018,195.58,140.159928,g1,g4,g9,g10,-29.8481252096328
Dane Cruikshank,S,Arizona,4.41,97.79,25,307.34,6.89,4.24,2018,185.42,93.439952,g3,g6,g7,g12,17.943252183494
