Player,Pos,School,40yd,Vertical,Bench,Broad Jump,3Cone,Shuttle,ano,altura,peso,GPos40,GPosBench,GPosBJ,GPos3CONE,cp1
James Daniels,C,Iowa,,77.47,21,274.32,7.29,4.4,2018,190.5,138.799152,g1,g4,g9,g10,-27.3028732643787
Marcus Davenport,DE,Texas-San Antonio,4.58,85.09,22,314.96,7.2,4.41,2018,198.12,119.748288,g2,g5,g8,g11,-10.6507448124477
Carlton Davis,CB,Auburn,4.53,86.36,16,314.96,,,2018,185.42,92.079176,g3,g6,g7,g12,19.26389775574
Duke Dawson,CB,Florida,4.46,,15,,,,2018,177.8,94.347136,g3,g6,g7,g12,18.8997313615089
Dee Delaney,CB,Miami (FL),4.46,82.55,13,304.8,6.95,4.25,2018,185.42,87.996848,g3,g6,g7,g12,23.2258344724778
Nick Deluca,OLB,North Dakota State,4.85,74.93,18,284.48,7.09,4.23,2018,190.5,113.851592,g2,g5,g8,g11,-3.09103777320314
Jamil Demby,OG,Maine,5.58,59.69,17,248.92,7.86,4.95,2018,193.04,144.695848,g1,g4,g9,g10,-33.6379739306152
Matt Dickerson,DE,UCLA,5.06,78.74,26,,,,2018,193.04,132.448864,g2,g5,g8,g11,-21.7521637804017
Will Dissly,TE,Washington,4.87,71.12,15,281.94,7.07,4.4,2018,193.04,118.841104,g2,g5,g8,g11,-8.5457080579423
Garret Dooley,EDGE,Wisconsin,4.8,83.82,21,307.34,,4.28,2018,190.5,112.490816,g2,g5,g8,g11,-1.7703922009572
Chase Edmonds,RB,Fordham,4.55,86.36,19,309.88,6.79,4.07,2018,175.26,92.98636,g3,g6,g8,g11,20.8326801202588
Terrell Edmunds,S,Virginia Tech,4.47,105.41,,340.36,,,2018,187.96,99.79024,g3,g6,g7,g12,11.1679363265089
Tremaine Edmunds,LB,Virginia Tech,4.54,,19,297.18,,,2018,195.58,114.758776,g2,g5,g7,g11,-5.19607452770852
Duke Ejiofor,DE,Wake Forest,,,,,,,2018,193.04,119.748288,g2,g5,g8,g11,-9.4261384394396
Deshon Elliott,S,Texas,4.58,91.44,15,307.34,,,2018,187.96,92.98636,g3,g6,g7,g12,17.7711641877386
Donnie Ernsberger,RB,Western Michigan,4.78,78.74,15,289.56,7.09,4.34,2018,190.5,109.315672,g3,g6,g8,g11,1.31111413428333
Leighton Vander esch,ILB,Boise State,4.65,100.33,20,314.96,6.88,4.15,2018,193.04,116.119552,g2,g5,g8,g11,-5.90441691345042
Rashaan Evans,LB,Alabama,,76.2,,294.64,6.95,4.36,2018,190.5,105.233344,g2,g5,g7,g11,5.27305085102114
Brandon Facyson,CB,Virginia Tech,4.53,,16,,,,2018,187.96,89.357624,g3,g6,g7,g12,21.2928857137278
Rashard Fant,CB,Indiana,,,,,,,2018,177.8,79.3786,g3,g6,g7,g12,33.4268326562142
Foley Fatukasi,DT,Connecticut,5.29,76.2,33,284.48,7.44,4.53,2018,193.04,144.242256,g1,g4,g9,g10,-33.1977587398665
Kylie Fitts,EDGE,Utah,4.69,82.55,31,297.18,6.88,4.19,2018,193.04,119.294696,g2,g5,g8,g11,-8.98592324869095
Minkah Fitzpatrick,DB,Alabama,4.46,83.82,14,307.34,,,2018,185.42,91.171992,g3,g6,g7,g12,20.1443281372373
Dimitri Flowers,RB,Oklahoma,4.83,77.47,17,276.86,7.45,4.53,2018,187.96,112.490816,g3,g6,g8,g11,-1.15808901445316
Tre Flowers,S,Oklahoma State,4.45,87.63,18,309.88,,,2018,190.5,90.7184,g3,g6,g7,g12,19.3599369549778
Robert Foster,WR,Alabama,4.41,78.74,,294.64,6.9,4.2,2018,187.96,88.904032,g3,g6,g7,g12,21.7331009044765
Jarvion Franklin,RB,West. Michigan,4.63,76.2,18,276.86,6.93,4.31,2018,180.34,108.408488,g3,g6,g8,g11,4.64075726179677
John Franklin-Myers,DE,Stephen F. Austin,4.75,83.82,26,287.02,7.36,4.48,2018,193.04,128.366536,g2,g5,g8,g11,-17.7902270636639
Joshua Frazier,DT,Alabama,,,21,,,,2018,193.04,145.603032,g1,g4,g9,g10,-34.5184043121124
Royce Freeman,RB,Oregon,4.54,86.36,17,299.72,6.9,4.16,2018,180.34,103.872568,g3,g6,g8,g11,9.04290916928324
Troy Fumagalli,TE,Wisconsin,,,14,,,,2018,195.58,112.037224,g2,g5,g8,g11,-2.55478338321664
Michael Gallup,WR,Colorado State,4.51,91.44,10,309.88,6.95,4.37,2018,185.42,92.98636,g3,g6,g7,g12,18.3834673742427
Nick Gates,OT,Nebraska,5.46,60.96,20,238.76,7.61,4.68,2018,195.58,139.252744,g1,g4,g9,g10,-28.9676948281355
Rashaan Gaulden,CB,Tennessee,4.61,76.2,8,302.26,7.16,4.33,2018,185.42,87.543256,g3,g6,g7,g12,23.6660496632264
Mike Gesicki,TE,Penn State,4.54,105.41,22,327.66,6.76,4.1,2018,195.58,112.037224,g2,g5,g8,g11,-2.55478338321664
Dallas Goedert,TE,South Dakota State,,,23,,,,2018,195.58,116.119552,g2,g5,g8,g11,-6.51672009995446
Colby Gossett,OG,Appalachian State,5.2,63.5,32,261.62,7.6,4.83,2018,195.58,141.067112,g1,g4,g9,g10,-30.72855559113
Davon Grayson,WR,East Carolina,4.51,87.63,19,314.96,,,2018,185.42,90.264808,g3,g6,g7,g12,21.0247585187346
Rasheem Green,DE,USC,4.73,82.55,,299.72,7.24,4.39,2018,195.58,124.7378,g2,g5,g8,g11,-14.8808087241787
Shaquem Griffin,OLB,Central Florida,4.38,,20,297.18,,,2018,185.42,102.965384,g2,g5,g8,g11,8.69873317777245
Derrius Guice,RB,LSU,4.49,80.01,15,,,,2018,177.8,101.604608,g3,g6,g8,g11,11.8562883095305
Grant Haley,CB,Penn State,4.44,86.36,15,302.26,6.51,3.94,2018,175.26,86.18248,g3,g6,g7,g12,27.4359079814886
Shaun dion Hamilton,ILB,Alabama,,,20,,,,2018,182.88,103.418976,g2,g5,g8,g11,8.87082117352785
Daesean Hamilton,WR,Penn State,,87.63,,299.72,6.84,4.15,2018,185.42,92.079176,g3,g6,g7,g12,19.26389775574
Dashawn Hand,DE,Alabama,4.83,80.01,28,281.94,7.98,4.62,2018,193.04,134.716824,g2,g5,g8,g11,-23.9532397341449
Davontae Harris,CB,Illinois State,4.43,82.55,22,312.42,6.96,4.4,2018,182.88,90.7184,g3,g6,g7,g12,21.19684651449
Marcell Harris,S,Florida,,,16,,,,2018,182.88,94.347136,g3,g6,g7,g12,17.6751249885008
Desmond Harrison,OT,West Georgia,4.9,,,,,,2018,198.12,132.448864,g1,g4,g9,g10,-22.9767701534098
Ronnie Harrison,S,Alabama,,86.36,,304.8,,,2018,190.5,97.068688,g3,g6,g7,g12,13.1969242844968
Marquis Haynes,EDGE,Mississippi,4.67,81.28,23,312.42,7.14,4.45,2018,190.5,106.59412,g2,g5,g8,g11,3.9524052787752
Taylor Hearn,OG,Clemson,5.45,60.96,18,243.84,7.84,4.8,2018,193.04,145.14944,g1,g4,g9,g10,-34.0781891213638
James Hearns,EDGE,Louisville,4.89,,22,,,,2018,190.5,108.408488,g2,g5,g8,g11,2.19154451578061
Quadree Henderson,WR,Pittsburgh,4.5,82.55,12,304.8,6.89,4.28,2018,172.72,87.089664,g3,g6,g7,g12,27.1677807864953
Zaycoven Henderson,DT,Texas A&M,5.16,74.93,20,266.7,7.33,4.58,2018,182.88,135.170416,g1,g4,g9,g10,-21.9442421788774
Will Hernandez,OG,Texas-El Paso,5.15,60.96,37,264.16,7.59,4.7,2018,187.96,148.324584,g1,g4,g9,g10,-35.9350890835963
Chris Herndon,TE,Miami (FL),,,21,,,,2018,193.04,114.758776,g2,g5,g8,g11,-4.58377134120448
Kyle Hicks,RB,TCU,4.63,92.71,13,309.88,,,2018,177.8,92.532768,g3,g6,g8,g11,20.6605921245034
B.J. Hill,DT,North Carolina State,4.99,67.31,35,256.54,7.28,4.53,2018,193.04,141.067112,g1,g4,g9,g10,-30.116252404626
Holton Hill,CB,Texas,4.49,78.74,14,304.8,6.83,4.15,2018,190.5,90.7184,g3,g6,g7,g12,19.3599369549778
Nyheim Hines,RB,North Carolina State,4.38,90.17,,302.26,7.18,4.35,2018,172.72,89.811216,g3,g6,g8,g11,24.5264896420034
Jeff Holland,EDGE,Auburn,4.79,,,294.64,,,2018,187.96,112.944408,g2,g5,g8,g11,-1.59830420520181
Jalyn Holmes,DE,Ohio State,4.82,81.28,25,,,,2018,195.58,128.366536,g2,g5,g8,g11,-18.4025302501679
Sam Hubbard,DE,Ohio State,,88.9,,294.64,6.84,4.32,2018,195.58,122.46984,g2,g5,g8,g11,-12.6797327704355
Mike Hughes,CB,Central Florida,4.53,90.17,20,322.58,6.7,4.13,2018,180.34,86.636072,g3,g6,g7,g12,25.7710864177318
Hayden Hurst,TE,South Carolina,4.67,80.01,,304.8,7.19,4.37,2018,193.04,113.398,g2,g5,g8,g11,-3.26312576895853
Maurice Hurst,DT,Michigan,,,,,,,2018,187.96,132.448864,g1,g4,g9,g10,-20.5275574073936
Godwin Igwebuike,S,Northwestern,4.44,90.17,19,325.12,6.56,4.12,2018,182.88,92.98636,g3,g6,g7,g12,18.9957705607467
Darren Carrington II,WR,Utah,,91.44,,304.8,,,2018,187.96,90.264808,g3,g6,g7,g12,20.4124553322305
Joel Iyiegbuniwe,LB,Western Kentucky,4.6,88.9,19,297.18,7.06,4.28,2018,185.42,103.872568,g2,g5,g7,g11,7.81830279627516
Ryan Izzo,TE,Florida State,4.94,83.82,18,279.4,7.15,4.43,2018,195.58,116.119552,g2,g5,g8,g11,-6.51672009995446
Darius Jackson,EDGE,Jacksonville State,4.87,67.31,21,287.02,7.52,,2018,190.5,109.769264,g2,g5,g8,g11,0.870898943534681
Donte Jackson,CB,LSU,4.32,,7,314.96,,,2018,180.34,79.3786,g3,g6,g7,g12,32.8145294697102
J.C. Jackson,CB,Maryland,4.46,90.17,14,304.8,,,2018,180.34,87.543256,g3,g6,g7,g12,24.8906560362345
Josh Jackson,CB,Iowa,4.56,96.52,18,312.42,6.86,4.03,2018,185.42,87.089664,g3,g6,g7,g12,24.1062648539751
Justin Jackson,RB,Northwestern,4.52,97.79,13,309.88,6.81,4.07,2018,182.88,90.264808,g3,g6,g8,g11,21.6370617052386
Leon Jacobs,EDGE,Wisconsin,4.48,87.63,26,309.88,7.14,4.44,2018,190.5,111.583632,g2,g5,g8,g11,-0.889961819459908
Natrell Jamerson,S,Wisconsin,4.4,90.17,25,304.8,,,2018,182.88,89.811216,g3,g6,g7,g12,22.0772768959873
Derwin James,S,Florida State,4.47,101.6,21,335.28,,,2018,190.5,97.52228,g3,g6,g7,g12,12.7567090937481
Richie James,WR,Middle Tennessee State,4.48,90.17,6,309.88,6.87,4.16,2018,177.8,83.007336,g3,g6,g7,g12,29.905111130225
Malik Jefferson,OLB,Texas,4.52,91.44,27,317.5,,,2018,190.5,107.047712,g2,g5,g8,g11,3.51219008802655
Josey Jewell,ILB,Iowa,4.82,83.82,18,297.18,6.8,4.27,2018,185.42,106.140528,g2,g5,g8,g11,5.61722684253192
Danny Johnson,CB,Southern,4.44,88.9,15,312.42,,,2018,177.8,83.91452,g3,g6,g7,g12,29.0246807487277
Kerryon Johnson,RB,Auburn,,101.6,11,320.04,7.07,4.29,2018,180.34,96.615096,g3,g6,g8,g11,16.0863522212616
Taron Johnson,CB,Weber State,4.5,83.82,17,299.72,7.03,4.28,2018,182.88,81.64656,g3,g6,g7,g12,30.0011503294629
Chris Jones,CB,Nebraska,4.57,,14,,,,2018,182.88,88.45044,g3,g6,g7,g12,23.3979224682332
Jamarco Jones,OT,Ohio State,5.5,60.96,,259.08,8.32,4.99,2018,193.04,135.624008,g1,g4,g9,g10,-24.8336701156422
Justin Jones,DT,North Carolina State,5.09,73.66,24,264.16,7.82,4.74,2018,187.96,140.159928,g1,g4,g9,g10,-28.0112156501206
Ronald Jones,RB,USC,4.65,92.71,,,,,2018,180.34,92.98636,g3,g6,g8,g11,19.6080737472508
Sam Jones,OG,Arizona State,5.32,68.58,28,256.54,7.92,4.86,2018,195.58,138.34556,g1,g4,g9,g10,-28.0872644466382
Jaryd Jones-Smith,OT,Pittsburgh,5.22,68.58,16,276.86,8.1,4.94,2018,198.12,143.788664,g1,g4,g9,g10,-33.982149922126
Michael Joseph,CB,Dubuque,,86.36,17,,6.89,4.2,2018,185.42,82.100152,g3,g6,g7,g12,28.9486319522102
Peter Kalambayi,EDGE,Stanford,4.57,86.36,19,307.34,7.13,4.36,2018,190.5,114.305184,g2,g5,g8,g11,-3.53125296395179
Joshua Kalu,S,Nebraska,4.58,105.41,17,340.36,,,2018,185.42,88.45044,g3,g6,g7,g12,22.7856192817292
John Kelly,RB,Tennessee,,88.9,15,304.8,7.13,4.51,2018,177.8,97.975872,g3,g6,g8,g11,15.3780098355197
Kameron Kelly,S,San Diego State,4.66,83.82,9,304.8,6.94,4.28,2018,187.96,90.7184,g3,g6,g7,g12,19.9722401414819
Arden Key,EDGE,LSU,,78.74,,297.18,7.16,4.25,2018,198.12,107.954896,g2,g5,g8,g11,0.794850147017134
Jamarcus King,CB,South Carolina,4.7,,,,,,2018,185.42,84.368112,g3,g6,g7,g12,26.747555998467
Christian Kirk,WR,Texas A&M,4.47,90.17,20,292.1,7.09,4.45,2018,177.8,91.171992,g3,g6,g7,g12,21.9812376967494
Micah Kiser,ILB,Virginia,4.66,90.17,,307.34,7.05,4.24,2018,187.96,107.954896,g2,g5,g8,g11,3.24406289303329
Chris Lacy,WR,Oklahoma State,4.51,85.09,11,304.8,,,2018,190.5,92.98636,g3,g6,g7,g12,17.1588610012346
Harold Landry,EDGE,Boston Col.,4.64,91.44,24,302.26,6.88,4.19,2018,190.5,114.305184,g2,g5,g8,g11,-3.53125296395179
Jordan Lasley,WR,UCLA,4.5,87.63,8,284.48,,4.19,2018,185.42,92.079176,g3,g6,g7,g12,19.26389775574
Allen Lazard,WR,Iowa State,4.55,96.52,17,309.88,,,2018,195.58,102.965384,g3,g6,g7,g12,6.24952043175629
Darius Leonard,OLB,South Carolina State,4.7,,17,,,,2018,187.96,106.140528,g2,g5,g8,g11,5.00492365602788
Rick Leonard,OT,Florida State,,,19,,,,2018,200.66,141.067112,g1,g4,g9,g10,-31.9531619641381
Tyquan Lewis,EDGE,Ohio State,,90.17,,309.88,,,2018,190.5,120.20188,g2,g5,g8,g11,-9.25405044368421
James Looney,DE,California,4.89,90.17,28,287.02,7.32,4.37,2018,190.5,130.180904,g2,g5,g8,g11,-18.9387846401544
Lowell Lotulelei,DT,Utah,,,28,,,,2018,187.96,142.88148,g1,g4,g9,g10,-30.6525067946125
Avonte Maddox,CB,Pittsburgh,4.39,93.98,13,317.5,6.51,4,2018,175.26,81.64656,g3,g6,g7,g12,31.838059888975
Cole Madison,OL,Washington State,5.33,72.39,26,246.38,7.86,4.88,2018,195.58,139.706336,g1,g4,g9,g10,-29.4079100188841
K.J. Malone,OG,LSU,5.34,74.93,15,261.62,,,2018,193.04,137.438376,g1,g4,g9,g10,-26.5945308786368
Tavares Martin,WR,Washington State,4.8,80.01,,,,,2018,185.42,80.285784,g3,g6,g7,g12,30.7094927152048
Hercules Mata'afa,EDGE,Washington State,4.76,80.01,26,274.32,7.24,4.37,2018,185.42,115.212368,g2,g5,g8,g11,-3.18707697244101
Ray-ray McCloud,WR,Clemson,4.53,87.63,13,287.02,,,2018,175.26,86.18248,g3,g6,g7,g12,27.4359079814886
Mike McCray,ILB,Michigan,4.76,80.01,16,302.26,7.09,4.25,2018,193.04,110.222856,g2,g5,g8,g11,-0.181619433718005
Kc McDermott,OG,Miami (FL),5.35,59.69,26,246.38,7.72,4.82,2018,198.12,141.067112,g1,g4,g9,g10,-31.3408587776341
Tarvarus McFadden,CB,Florida State,4.67,97.79,,307.34,,,2018,187.96,89.811216,g3,g6,g7,g12,20.8526705229792
Mike McGlinchey,OT,Notre Dame,,72.39,24,266.7,,,2018,203.2,140.159928,g1,g4,g9,g10,-31.6850347691449
R.J. McIntosh,DT,Miami (FL),,,,,,,2018,193.04,129.727312,g1,g4,g9,g10,-19.1108726359098
Kahlil McKenzie,DT,Tennessee,5.15,74.93,26,266.7,7.94,4.68,2018,195.58,142.427888,g1,g4,g9,g10,-32.049201163376
Quenton Meeks,DB,Stanford,,99.06,11,325.12,6.72,4.23,2018,187.96,92.98636,g3,g6,g7,g12,17.7711641877386
Sony Michel,RB,Georgia,4.54,,22,,,4.21,2018,180.34,97.068688,g3,g6,g8,g11,15.6461370305129
Anthony Miller,WR,Memphis,,,22,,,,2018,180.34,91.171992,g3,g6,g7,g12,21.3689345102454
Kolton Miller,OT,UCLA,4.95,80.01,24,307.34,7.34,4.49,2018,205.74,140.159928,g1,g4,g9,g10,-32.2973379556489
Steven Mitchell,WR,USC,4.56,82.55,13,307.34,6.75,4.4,2018,177.8,85.728888,g3,g6,g7,g12,27.2638199857332
Jmon Moore,WR,Missouri,4.6,96.52,21,304.8,6.56,4.04,2018,190.5,93.893544,g3,g6,g7,g12,16.2784306197373
D.J. Moore,WR,Maryland,4.42,100.33,15,335.28,6.95,4.07,2018,182.88,95.25432,g3,g6,g7,g12,16.7946946070035
Kamrin Moore,CB,Boston Col.,,,,,,,2018,180.34,90.7184,g3,g6,g7,g12,21.809149700994
Skai Moore,OLB,South Carolina,4.73,91.44,,297.18,,,2018,187.96,102.511792,g2,g5,g8,g11,8.52664518201706
Ryan Nall,RB,Oregon State,4.58,83.82,15,309.88,6.95,4.16,2018,187.96,105.233344,g3,g6,g8,g11,5.88535403752518
Siran Neal,S,Jacksonville State,4.56,102.87,17,309.88,7,4.28,2018,182.88,90.264808,g3,g6,g7,g12,21.6370617052386
Nick Nelson,CB,Wisconsin,4.52,,17,312.42,,,2018,180.34,94.347136,g3,g6,g7,g12,18.2874281750048
Quenton Nelson,OG,Notre Dame,,67.31,35,266.7,7.65,4.62,2018,195.58,147.4174,g1,g4,g9,g10,-36.8915682616111
Bilal Nichols,DT,Delaware,4.95,,29,,,,2018,193.04,138.799152,g1,g4,g9,g10,-27.9151764508828
Parry Nickerson,CB,Tulane,4.32,,15,,,,2018,182.88,81.64656,g3,g6,g7,g12,30.0011503294629
Derrick Nnadi,DT,Florida State,5.38,68.58,25,243.84,8.15,5.02,2018,185.42,143.788664,g1,g4,g9,g10,-30.9206339896058
Kendrick Norton,DT,Miami (FL),5.25,,30,,,,2018,190.5,142.427888,g1,g4,g9,g10,-30.8245947903679
Joseph Noteboom,OT,TCU,4.96,60.96,27,259.08,7.65,4.44,2018,195.58,140.159928,g1,g4,g9,g10,-29.8481252096328
Uchenna Nwosu,EDGE,USC,4.65,81.28,20,302.26,,,2018,190.5,113.851592,g2,g5,g8,g11,-3.09103777320314
Dorian O'daniel,OLB,Clemson,4.61,81.28,21,302.26,6.64,4.07,2018,185.42,101.151016,g2,g5,g8,g11,10.459593940767
Brian O'neill,OT,Pittsburgh,4.82,74.93,22,271.78,7.14,4.5,2018,200.66,134.716824,g1,g4,g9,g10,-25.7901492936571
Chukwuma Okorafor,OT,West. Michigan,5.31,59.69,19,259.08,7.87,4.8,2018,198.12,145.14944,g1,g4,g9,g10,-35.3027954943719
Ogbonnia Okoronkwo,EDGE,Oklahoma,4.77,96.52,27,307.34,,,2018,185.42,114.758776,g2,g5,g8,g11,-2.74686178169236
Isaiah Oliver,CB,Colorado,4.5,,,,,,2018,185.42,86.18248,g3,g6,g7,g12,24.9866952354724
Brandon Parker,OT,North Carolina A&T,5.4,72.39,,287.02,7.82,4.68,2018,203.2,138.34556,g1,g4,g9,g10,-29.9241740061503
Timon Parris,OT,Stony Brook,,,27,,,,2018,198.12,141.520704,g1,g4,g9,g10,-31.7810739683827
Daron Payne,DT,Alabama,4.95,72.39,27,271.78,7.58,4.71,2018,187.96,141.067112,g1,g4,g9,g10,-28.8916460316179
Rashaad Penny,RB,San Diego State,4.46,82.55,13,304.8,,,2018,180.34,99.79024,g3,g6,g8,g11,13.0048458860211
Kamryn Pettway,RB,Auburn,4.74,85.09,22,294.64,,,2018,182.88,105.686936,g3,g6,g8,g11,6.66974521978461
Skyler Phillips,OG,Idaho State,5.1,73.66,,264.16,7.95,4.69,2018,190.5,144.242256,g1,g4,g9,g10,-32.5854555533625
Cam Phillips,WR,Virginia Tech,,,,,,,2018,182.88,91.171992,g3,g6,g7,g12,20.7566313237413
Darius Phillips,CB,West. Michigan,4.54,,,,,,2018,177.8,86.18248,g3,g6,g7,g12,26.8236047949845
Harrison Phillips,DT,Stanford,5.21,81.28,42,261.62,7.28,4.5,2018,193.04,139.252744,g1,g4,g9,g10,-28.3553916416314
Billy Price,C,Ohio State,,,,,,,2018,193.04,138.34556,g1,g4,g9,g10,-27.4749612601341
Byron Pringle,WR,Kansas State,4.46,85.09,15,304.8,6.87,4.4,2018,185.42,92.079176,g3,g6,g7,g12,19.26389775574
Jacob Pugh,OLB,Florida State,4.65,97.79,,309.88,,,2018,193.04,111.583632,g2,g5,g8,g11,-1.50226500596395
Scott Quessenberry,C,UCLA,5.09,85.09,25,281.94,7.5,4.69,2018,193.04,140.61352,g1,g4,g9,g10,-29.6760372138773
Trey Quinn,WR,SMU,4.55,85.09,17,294.64,6.91,4.19,2018,180.34,92.079176,g3,g6,g7,g12,20.4885041287481
Frank Ragnow,C,Arkansas,,,26,,,,2018,195.58,141.520704,g1,g4,g9,g10,-31.1687707818787
Martinas Rankin,OL,Mississippi State,,,24,,,,2018,193.04,139.706336,g1,g4,g9,g10,-28.79560683238
Max Redfield,S,Indiana (PA),4.69,,15,,,,2018,185.42,92.98636,g3,g6,g7,g12,18.3834673742427
D.J. Reed,CB,Kansas State,4.51,92.71,11,,,,2018,175.26,85.275296,g3,g6,g7,g12,28.3163383629858
Justin Reid,S,Stanford,4.4,92.71,16,325.12,6.65,4.15,2018,185.42,92.532768,g3,g6,g7,g12,18.8236825649913
Demario Richard,RB,Arizona State,4.7,74.93,12,292.1,,,2018,175.26,98.883056,g3,g6,g8,g11,15.1098826405264
Will Richardson,OT,North Carolina State,5.26,80.01,,274.32,7.8,4.83,2018,198.12,138.799152,g1,g4,g9,g10,-29.1397828238908
Calvin Ridley,WR,Alabama,4.43,78.74,15,279.4,6.88,4.41,2018,182.88,85.728888,g3,g6,g7,g12,26.0392136127251
Stephen Roberts,S,Auburn,4.53,86.36,,307.34,,,2018,180.34,85.728888,g3,g6,g7,g12,26.6515167992291
Korey Robertson,WR,Southern Miss,4.56,86.36,13,312.42,,,2018,185.42,96.161504,g3,g6,g7,g12,15.3019610390022
Javon Rolland-Jones,EDGE,Arkansas State,4.88,,23,,,,2018,187.96,114.758776,g2,g5,g8,g11,-3.3591649681964
Olubunmi Rotimi,DE,Old Dominion,,81.28,21,287.02,7.46,4.7,2018,193.04,123.830616,g2,g5,g8,g11,-13.3880751561774
Christian Sam,ILB,Arizona State,4.75,81.28,28,289.56,7.03,4.25,2018,187.96,110.676448,g2,g5,g8,g11,0.602771748541425
Jaylen Samuels,TE,North Carolina State,4.54,87.63,18,307.34,6.93,4.28,2018,180.34,102.0582,g2,g5,g8,g11,10.8037699322778
Dominick Sanders,S,Georgia,,,14,,,,2018,182.88,87.543256,g3,g6,g7,g12,24.2783528497305
Tegray Scales,ILB,Indiana,4.77,,27,,,,2018,182.88,104.32616,g2,g5,g8,g11,7.99039079203056
Bo Scarbrough,RB,Alabama,4.52,101.6,14,327.66,,4.34,2018,185.42,103.418976,g3,g6,g8,g11,8.2585179870238
Dalton Schultz,TE,Stanford,4.75,81.28,15,304.8,7,4.4,2018,195.58,110.676448,g2,g5,g8,g11,-1.2341378109707
Jaleel Scott,WR,New Mexico State,4.56,87.63,16,314.96,7.2,4.4,2018,195.58,98.883056,g3,g6,g7,g12,10.2114571484941
Deadrin Senat,DT,South Florida,5.16,66.04,35,254,7.77,4.79,2018,182.88,142.427888,g1,g4,g9,g10,-28.9876852308558
Greg Senat,OT,Wagner,5.38,66.04,19,269.24,7.41,4.71,2018,198.12,136.984784,g1,g4,g9,g10,-27.3789220608962
Tim Settle,DT,Virginia Tech,5.37,59.69,,243.84,7.95,4.83,2018,190.5,149.231768,g1,g4,g9,g10,-37.4278226515976
Coleman Shelton,C,Washington,5.24,67.31,,279.4,7.62,4.59,2018,190.5,132.448864,g1,g4,g9,g10,-21.1398605938977
Nathan Shepherd,DT,Fort Hays State,5.09,78.74,,284.48,7.5,4.53,2018,195.58,142.88148,g1,g4,g9,g10,-32.4894163541246
Trequan Smith,WR,Central Florida,4.49,95.25,12,330.2,6.97,4.5,2018,187.96,92.079176,g3,g6,g7,g12,18.6515945692359
Andre Smith,ILB,North Carolina,4.63,,19,,,,2018,182.88,107.501304,g2,g5,g8,g11,4.90888445679002
Braden Smith,OG,Auburn,5.22,85.09,35,287.02,,4.77,2018,198.12,142.88148,g1,g4,g9,g10,-33.1017195406287
Roquan Smith,OLB,Georgia,4.51,,,,,,2018,185.42,107.047712,g2,g5,g8,g11,4.73679646103463
Van Smith,S,Clemson,4.61,74.93,,,,,2018,180.34,83.91452,g3,g6,g7,g12,28.4123775622237
Durham Smythe,TE,Notre Dame,4.81,78.74,18,279.4,7.17,4.23,2018,195.58,114.758776,g2,g5,g8,g11,-5.19607452770852
Breeland Speaks,DT,Mississippi,4.87,82.55,,279.4,7.63,4.65,2018,190.5,128.366536,g1,g4,g9,g10,-17.1779238771598
Taylor Stallworth,DT,South Carolina,5.28,59.69,18,256.54,7.95,4.75,2018,187.96,141.520704,g1,g4,g9,g10,-29.3318612223666
M.J. Stewart,CB,North Carolina,4.54,88.9,18,299.72,6.9,4.28,2018,180.34,90.7184,g3,g6,g7,g12,21.809149700994
Kentavius Street,DE,North Carolina State,4.87,,28,,,,2018,187.96,127.00576,g2,g5,g8,g11,-15.2449751184099
Greg Stroman,CB,Virginia Tech,4.48,85.09,16,287.02,,4.45,2018,182.88,81.64656,g3,g6,g7,g12,30.0011503294629
Chandon Sullivan,CB,Georgia State,4.6,102.87,15,340.36,,4.36,2018,180.34,88.45044,g3,g6,g7,g12,24.0102256547372
Courtland Sutton,WR,SMU,4.54,90.17,18,314.96,6.57,4.11,2018,190.5,98.883056,g3,g6,g7,g12,11.4360635215022
Josh Sweat,EDGE,Florida State,4.53,100.33,,314.96,,4.28,2018,193.04,113.851592,g2,g5,g8,g11,-3.70334095970718
Auden Tate,WR,Florida State,4.68,78.74,,284.48,,,2018,195.58,103.418976,g3,g6,g7,g12,5.80930524100764
Rod Taylor,OT,Mississippi,5.24,77.47,,251.46,,,2018,190.5,145.14944,g1,g4,g9,g10,-33.4658859348598
Wyatt Teller,OG,Virginia Tech,5.24,73.66,30,289.56,7.45,4.84,2018,193.04,142.427888,g1,g4,g9,g10,-31.4368979768719
Jordan Thomas,CB,Oklahoma,4.64,96.52,4,314.96,6.28,3.94,2018,182.88,84.368112,g3,g6,g7,g12,27.359859184971
Chad Thomas,DE,Miami (FL),4.92,73.66,,294.64,,,2018,198.12,127.459352,g2,g5,g8,g11,-18.1344030551747
Ian Thomas,TE,Indiana,4.74,91.44,,312.42,7.15,4.2,2018,193.04,117.480328,g2,g5,g8,g11,-7.22506248569636
Jordan Thomas,TE,Mississippi State,4.74,68.58,16,281.94,7.5,4.75,2018,195.58,120.20188,g2,g5,g8,g11,-10.4786568166923
Matthew Thomas,OLB,Florida State,4.58,105.41,,332.74,6.85,4.28,2018,190.5,105.233344,g2,g5,g8,g11,5.27305085102114
Roc Thomas,RB,Jacksonville State,4.56,90.17,16,317.5,,,2018,177.8,89.811216,g3,g6,g8,g11,23.3018832689953
Trenton Thompson,DT,Georgia,5.06,82.55,,281.94,7.68,4.56,2018,193.04,130.634496,g1,g4,g9,g10,-19.9913030174071
